STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2013,,207,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2014,,203,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2015,,204,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2016,,199,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2017,,200,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2018,,157,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2019,,148,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2020,,150,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2021,,153,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,PT,Portugal,2022,,208,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2008,,1514,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2009,,1491,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2010,,1546,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2011,,1697,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2012,,1744,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2013,,1914,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2014,,1875,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2015,,1932,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2016,,2037,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2017,,1836,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2018,,1847,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2019,,1853,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2020,,2008,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2021,,2558,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RO,Romania,2022,,2726,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2013,,211,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2014,,229,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2015,,185,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2016,,194,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2017,,196,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2018,,177,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2019,,163,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2020,,238,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2021,,226,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,RS,Serbia,2022,,225,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2008,,444,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2009,,426,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2010,,415,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2011,,398,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2012,,384,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2013,,374,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2014,,392,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2015,,377,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2016,,360,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2017,,348,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2018,,338,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2019,,453,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2020,,551,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2021,,569,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SE,Sweden,2022,,651,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2008,,46,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2009,,42,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2010,,34,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2011,,27,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2012,,24,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2013,,30,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2014,,29,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2015,,23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2016,,11,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2017,,14,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2018,,8,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2019,,7,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2020,,8,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2021,,6,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SI,Slovenia,2022,,16,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2009,,138,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2010,,143,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2011,,133,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2012,,153,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2013,,136,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2014,,142,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2015,,144,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2016,,143,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2017,,241,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2018,,135,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2019,,132,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2020,,143,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2021,,134,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,SK,Slovakia,2022,,148,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2009,,562,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2010,,909,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2011,,828,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2012,,2258,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2013,,10530,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2014,,12815,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2015,,14560,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2016,,15697,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2018,,12002,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2019,,11922,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2020,,11727,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2021,,11594,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,TR,Türkiye,2022,,11883,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2008,,4234,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2009,,4465,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2010,,4542,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2011,,4951,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2012,,5245,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2013,,5408,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2014,,5724,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2015,,6175,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2016,,6596,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2017,,7001,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKC-L,England and Wales,2018,,7159,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2008,,177,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2009,,173,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2010,,169,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2011,,162,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2012,,155,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2013,,161,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2009,,48,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2010,,44,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2011,,40,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2012,,44,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2013,,94,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2014,,92,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2015,,76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2016,,55,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2017,,54,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2018,,47,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2009,,43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2010,,46,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2011,,35,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2012,,34,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2013,,41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2014,,23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2015,,31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2017,,21,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2018,,37,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2019,,29,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,NR,Number,XK,Kosovo*,2020,,37,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2008,,3.44,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2009,,3.39,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2011,,2.61,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2014,,2.76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2015,,2.70,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2016,,3.43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2017,,3.13,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2018,,3.76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2019,,2.59,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2020,,2.28,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2021,,2.26,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2022,,2.94,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2008,,2.95,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2009,,3.11,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2010,,4.49,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2011,,4.80,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2012,,4.82,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03011,Rape,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2013,,5.04,,,,,
